uniqueID,TP.units,TP.value,TN.units,TN.value,PO4.units,PO4.value,NO3NO2.units,NO3NO2.value,DOC.units,DOC.value,DO.units,DO.value,NH3.units,NH3.value
V100000506,,,,,,,,,mg/L,6.00E-05,,,,
V100000507,,,,,,,,,mg/L,2.00E-05,,,,
V100000508,,,,,,,,,mg/L,0.00045,,,,
V100000509,,,,,,,,,mg/L,0.00012,,,,
V100000510,,,,,,,,,mg/L,0.00083,,,,
V100000511,,,,,,,,,mg/L,2.00E-05,,,,
V100000512,,,,,,,,,mg/L,6.00E-04,,,,
V100000513,,,,,,,,,mg/L,0.00052,,,,
V100000514,,,,,,,,,mg/L,9.00E-04,,,,
V100000515,,,,,,,,,mg/L,0.00057,,,,
V100000516,,,,,,,,,mg/L,0.00048,,,,
V100000517,,,,,,,,,mg/L,3.00E-05,,,,
V100000518,,,,,,,,,mg/L,5.00E-05,,,,
V100000519,,,,,,,,,mg/L,5.00E-05,,,,
V100000520,,,,,,,,,mg/L,0.00024,,,,
V100000521,,,,,,,,,mg/L,2.00E-05,,,,
V100000522,,,,,,,,,mg/L,0.00021,,,,
V100000523,,,,,,,,,mg/L,0.00036,,,,
V100000524,,,,,,,,,mg/L,9.00E-05,,,,
V100000525,,,,,,,,,mg/L,0.00055,,,,
V100000526,,,,,,,,,mg/L,0.00053,,,,
V100000527,,,,,,,,,mg/L,6.00E-05,,,,
V100000528,,,,,,,,,mg/L,0.00038,,,,
V100000529,,,,,,,,,mg/L,0.00052,,,,
V100000530,,,,,,,,,mg/L,5.00E-04,,,,
V100000531,,,,,,,,,mg/L,6.00E-05,,,,
V100000532,,,,,,,,,mg/L,0.00066,,,,
V100000533,,,,,,,,,mg/L,0.00029,,,,
V100000534,,,,,,,,,mg/L,4.00E-05,,,,
V100000535,,,,,,,,,mg/L,4.00E-05,,,,
V100000536,,,,,,,,,mg/L,3.00E-04,,,,
V100000537,,,,,,,,,mg/L,9.00E-05,,,,
V100000538,,,,,,,,,mg/L,0.00023,,,,
V100000539,,,,,,,,,mg/L,1.00E-05,,,,
V100000540,,,,,,,,,mg/L,0.00069,,,,
V100000541,,,,,,,,,mg/L,0.00028,,,,
V100000542,,,,,,,,,mg/L,0.00072,,,,
V100000543,,,,,,,,,mg/L,0.00019,,,,
V100000544,,,,,,,,,mg/L,0.00078,,,,
V100000545,,,,,,,,,mg/L,0.00039,,,,
V100000546,,,,,,,,,mg/L,3.00E-05,,,,
V100000547,,,,,,,,,mg/L,0.00025,,,,
V100000548,,,,,,,,,mg/L,0.00036,,,,
V100000549,,,,,,,,,mg/L,3.00E-05,,,,
V100000550,,,,,,,,,mg/L,0.00031,,,,
V100000551,,,,,,,,,mg/L,0.00012,,,,
V100000552,,,,,,,,,mg/L,0.00074,,,,
V100000553,,,,,,,,,mg/L,0.00069,,,,
V100000554,,,,,,,,,mg/L,0.00082,,,,
V100000555,,,,,,,,,mg/L,2.00E-05,,,,
V100000556,,,,,,,,,mg/L,4.00E-05,,,,
V100000557,,,,,,,,,mg/L,0.00081,,,,
V100000558,,,,,,,,,mg/L,0.00068,,,,
V100000559,,,,,,,,,mg/L,0.00027,,,,
V100000560,,,,,,,,,mg/L,0.00028,,,,
V100000561,,,,,,,,,mg/L,0.00063,,,,
V100000562,,,,,,,,,mg/L,0.00037,,,,
V100000563,,,,,,,,,mg/L,5.00E-04,,,,
V100000564,,,,,,,,,mg/L,0.00018,,,,
V100000565,,,,,,,,,mg/L,0.00015,,,,
V100000566,,,,,,,,,mg/L,0.00012,,,,
V100000567,,,,,,,,,mg/L,0.00016,,,,
V100000568,,,,,,,,,mg/L,0.00064,,,,
V100000569,,,,,,,,,mg/L,4.00E-05,,,,
V100000570,,,,,,,,,mg/L,0.00014,,,,
V100000571,,,,,,,,,mg/L,0.00073,,,,
V100000572,,,,,,,,,mg/L,5.00E-05,,,,
V100000573,,,,,,,,,mg/L,3.00E-04,,,,
V100000574,,,,,,,,,mg/L,0.00025,,,,
V100000575,,,,,,,,,mg/L,0.00066,,,,
V100000576,,,,,,,,,mg/L,0.00049,,,,
V100000577,,,,,,,,,mg/L,3.00E-05,,,,
V100000578,,,,,,,,,mg/L,0.00041,,,,
V100000579,,,,,,,,,mg/L,0.00022,,,,
V100000580,,,,,,,,,mg/L,0.00016,,,,
V100000581,,,,,,,,,mg/L,7.00E-05,,,,
V100000582,,,,,,,,,mg/L,0.00015,,,,
V100000583,,,,,,,,,mg/L,0.00029,,,,
V100000584,,,,,,,,,mg/L,3.00E-05,,,,
V100000585,,,,,,,,,mg/L,1.00E-05,,,,
V100000586,,,,,,,,,mg/L,0.00029,,,,
V100000587,,,,,,,,,mg/L,0.00078,,,,
V100000588,,,,,,,,,mg/L,0.00067,,,,
V100000589,,,,,,,,,mg/L,0.00043,,,,
V100000590,,,,,,,,,mg/L,0.00083,,,,
V100000591,,,,,,,,,mg/L,0.00012,,,,
V100000592,,,,,,,,,mg/L,0.00058,,,,
V100000593,,,,,,,,,mg/L,0.00028,,,,
V100000594,,,,,,,,,mg/L,0.00015,,,,
V100000595,,,,,,,,,mg/L,0.00067,,,,
V100000596,,,,,,,,,mg/L,0.00034,,,,
V100000597,,,,,,,,,mg/L,0.00018,,,,
V100000598,,,,,,,,,mg/L,0.00078,,,,
V100000599,,,,,,,,,mg/L,7.00E-05,,,,
V100000600,,,,,,,,,mg/L,0.00012,,,,
V100000601,,,,,,,,,mg/L,0.00059,,,,
V100000602,,,,,,,,,mg/L,0.00039,,,,
V100000603,,,,,,,,,mg/L,1.00E-05,,,,
V100000604,,,,,,,,,mg/L,0.00014,,,,
V100000605,,,,,,,,,mg/L,0.00019,,,,
V100000606,,,,,,,,,mg/L,0.00044,,,,
V100000607,,,,,,,,,mg/L,0.00072,,,,
V100000608,,,,,,,,,mg/L,0.00012,,,,
V100000609,,,,,,,,,mg/L,0.00069,,,,
V100000610,,,,,,,,,mg/L,0.00075,,,,
V100000611,,,,,,,,,mg/L,0.00068,,,,
V100000612,,,,,,,,,mg/L,1.00E-05,,,,
V100000613,,,,,,,,,mg/L,0.00071,,,,
V100000614,,,,,,,,,mg/L,5.00E-05,,,,
V100000615,,,,,,,,,mg/L,0.00088,,,,
V100000616,,,,,,,,,mg/L,0.00063,,,,
V100000617,,,,,,,,,mg/L,6.00E-05,,,,
V100000618,,,,,,,,,mg/L,0.00025,,,,
V100000619,,,,,,,,,mg/L,0.00039,,,,
V100000620,,,,,,,,,mg/L,0.00067,,,,
V100000621,,,,,,,,,mg/L,9.00E-05,,,,
V100000622,,,,,,,,,mg/L,0.00048,,,,
V100000623,,,,,,,,,mg/L,6.00E-05,,,,
V100000624,,,,,,,,,mg/L,2.00E-05,,,,
V100000625,,,,,,,,,mg/L,5.00E-05,,,,
V100000626,,,,,,,,,mg/L,0.00024,,,,
V100000627,,,,,,,,,mg/L,9.00E-04,,,,
V100000628,,,,,,,,,mg/L,3.00E-05,,,,
V100000629,,,,,,,,,mg/L,0.00039,,,,
V100000630,,,,,,,,,mg/L,4.00E-05,,,,
V100000631,,,,,,,,,mg/L,0.00011,,,,
V100000632,,,,,,,,,mg/L,0.00053,,,,
V100000633,,,,,,,,,mg/L,0.00085,,,,
V100000634,,,,,,,,,mg/L,0.00067,,,,
V100000635,,,,,,,,,mg/L,0.00016,,,,
V100000636,,,,,,,,,mg/L,0.00042,,,,
V100000637,,,,,,,,,mg/L,0.00073,,,,
V100000638,,,,,,,,,mg/L,0.00057,,,,
V100000639,,,,,,,,,mg/L,0.00021,,,,
V100000640,,,,,,,,,mg/L,0.00022,,,,
V100000641,,,,,,,,,mg/L,0.00071,,,,
V100000642,,,,,,,,,mg/L,0.00073,,,,
V100000643,,,,,,,,,mg/L,0.00016,,,,
V100000644,,,,,,,,,mg/L,0.00071,,,,
V100000645,,,,,,,,,mg/L,2.00E-04,,,,
V100000646,,,,,,,,,mg/L,0.00036,,,,
V100000647,,,,,,,,,mg/L,0.00067,,,,
V100000648,,,,,,,,,mg/L,0.00026,,,,
V100000649,,,,,,,,,mg/L,0.00092,,,,
V100000650,,,,,,,,,mg/L,2.00E-04,,,,
V100000651,,,,,,,,,mg/L,0.00078,,,,
V100000652,,,,,,,,,mg/L,1.00E-05,,,,
V100000653,,,,,,,,,mg/L,0.00023,,,,
V100000654,,,,,,,,,mg/L,3.00E-05,,,,
V100000655,,,,,,,,,mg/L,0.00022,,,,
V100000656,,,,,,,,,mg/L,0.00025,,,,
V100000657,,,,,,,,,mg/L,0.00069,,,,
V100000658,,,,,,,,,mg/L,0.00032,,,,
V100000659,,,,,,,,,mg/L,0.00052,,,,
V100000660,,,,,,,,,mg/L,0.00096,,,,
V100000661,,,,,,,,,mg/L,2.00E-05,,,,
V100000662,,,,,,,,,mg/L,1.00E-04,,,,
V100000663,,,,,,,,,mg/L,0.00091,,,,
V100000664,,,,,,,,,mg/L,0.00057,,,,
V100000665,,,,,,,,,mg/L,0.00073,,,,
V100000666,,,,,,,,,mg/L,0.00061,,,,
V100000667,,,,,,,,,mg/L,2.00E-04,,,,
V100000668,,,,,,,,,mg/L,0.00055,,,,
V100000669,,,,,,,,,mg/L,2.00E-05,,,,
V100000670,,,,,,,,,mg/L,0.00037,,,,
V100000671,,,,,,,,,mg/L,0.00014,,,,
V100000672,,,,,,,,,mg/L,0.00013,,,,
V100000673,,,,,,,,,mg/L,0.00083,,,,
V100000674,,,,,,,,,mg/L,0.00045,,,,
V100000675,,,,,,,,,mg/L,0.00069,,,,
V100000676,,,,,,,,,mg/L,0.00079,,,,
V100000677,,,,,,,,,mg/L,0.00022,,,,
V100000678,,,,,,,,,mg/L,0.00021,,,,
V100000679,,,,,,,,,mg/L,0.00082,,,,
V100000680,,,,,,,,,mg/L,0.00021,,,,
V100000681,,,,,,,,,mg/L,2.00E-05,,,,
V100000682,,,,,,,,,mg/L,0.00024,,,,
V100000683,,,,,,,,,mg/L,0.00038,,,,
V100000684,,,,,,,,,mg/L,2.00E-04,,,,
V100000685,,,,,,,,,mg/L,0.00022,,,,
V100000686,,,,,,,,,mg/L,1.00E-05,,,,
V100000687,,,,,,,,,mg/L,4.00E-05,,,,
V100000688,,,,,,,,,mg/L,0.00072,,,,
V100000689,,,,,,,,,mg/L,0.00018,,,,
V100000690,,,,,,,,,mg/L,0.00012,,,,
V100000691,,,,,,,,,mg/L,2.00E-05,,,,
V100000692,,,,,,,,,mg/L,0.00075,,,,
V100000693,,,,,,,,,mg/L,6.00E-04,,,,
V100000694,,,,,,,,,mg/L,0.00023,,,,
V100000695,,,,,,,,,mg/L,9.00E-04,,,,
V100000696,,,,,,,,,mg/L,0.00091,,,,
V100000697,,,,,,,,,mg/L,0.00018,,,,
V100000698,,,,,,,,,mg/L,0.00022,,,,
V100000699,,,,,,,,,mg/L,0.00069,,,,
V100000700,,,,,,,,,mg/L,0.00046,,,,
V100000701,,,,,,,,,mg/L,0.00085,,,,
V100000702,,,,,,,,,mg/L,0.00045,,,,
V100000703,,,,,,,,,mg/L,0.00076,,,,
V100000704,,,,,,,,,mg/L,2.00E-04,,,,
V100000705,,,,,,,,,mg/L,0.00081,,,,
V100000706,,,,,,,,,mg/L,0.00018,,,,
V100000707,,,,,,,,,mg/L,0.00067,,,,
V100000708,,,,,,,,,mg/L,0.00011,,,,
V100000709,,,,,,,,,mg/L,0.00034,,,,
V100000710,,,,,,,,,mg/L,0.00092,,,,
V100000711,,,,,,,,,mg/L,0.00076,,,,
V100000712,,,,,,,,,mg/L,0.00051,,,,
V100000713,,,,,,,,,mg/L,6.00E-04,,,,
V100000714,,,,,,,,,mg/L,0.00057,,,,
V100000715,,,,,,,,,mg/L,3.00E-05,,,,
V100000716,,,,,,,,,mg/L,0.00062,,,,
V100000717,,,,,,,,,mg/L,0.00058,,,,
V100000718,,,,,,,,,mg/L,0.00013,,,,
V100000719,,,,,,,,,mg/L,0.00036,,,,
V100000720,,,,,,,,,mg/L,8.00E-04,,,,
V100000721,,,,,,,,,mg/L,0.00033,,,,
V100000722,,,,,,,,,mg/L,0.00062,,,,
V100000723,,,,,,,,,mg/L,5.00E-05,,,,
V100000724,,,,,,,,,mg/L,0.00018,,,,
V100000725,,,,,,,,,mg/L,0.00077,,,,
V100000726,,,,,,,,,mg/L,0.00055,,,,
V100000727,,,,,,,,,mg/L,0.00056,,,,
V100000728,,,,,,,,,mg/L,0.00019,,,,
V100000729,,,,,,,,,mg/L,4.00E-05,,,,
V100000730,,,,,,,,,mg/L,0.00012,,,,
V100000731,,,,,,,,,mg/L,0.00063,,,,
V100000732,,,,,,,,,mg/L,7.00E-05,,,,
V100000733,,,,,,,,,mg/L,0.00011,,,,
V100000734,,,,,,,,,mg/L,0.00048,,,,
V100000735,,,,,,,,,mg/L,0.00014,,,,
V100000736,,,,,,,,,mg/L,0.00025,,,,
V100000737,,,,,,,,,mg/L,0.00044,,,,
V100000738,,,,,,,,,mg/L,3.00E-05,,,,
V100000739,,,,,,,,,mg/L,3.00E-05,,,,
V100000740,,,,,,,,,mg/L,0.00092,,,,
V100000741,,,,,,,,,mg/L,4.00E-05,,,,
V100000742,,,,,,,,,mg/L,0.00021,,,,
V100000743,,,,,,,,,mg/L,4.00E-05,,,,
V100000744,,,,,,,,,mg/L,5.00E-05,,,,
V100000745,,,,,,,,,mg/L,1.00E-05,,,,
V100000746,,,,,,,,,mg/L,0.00082,,,,
V100000747,,,,,,,,,mg/L,0.00048,,,,
V100000748,,,,,,,,,mg/L,0.00066,,,,
V100000749,,,,,,,,,mg/L,8.00E-05,,,,
V100000750,,,,,,,,,mg/L,0.00033,,,,
V100000751,,,,,,,,,mg/L,0.00025,,,,
V100000752,,,,,,,,,mg/L,0.00053,,,,
V100000753,,,,,,,,,mg/L,0.00022,,,,
V100000754,,,,,,,,,mg/L,0.00066,,,,
V100000755,,,,,,,,,mg/L,0.00018,,,,
V100000756,,,,,,,,,mg/L,8.00E-04,,,,
V100000757,,,,,,,,,mg/L,0.00029,,,,
V100000758,,,,,,,,,mg/L,4.00E-05,,,,
V100000759,,,,,,,,,mg/L,0.00019,,,,
V100000760,,,,,,,,,mg/L,5.00E-05,,,,
V100000761,,,,,,,,,mg/L,6.00E-04,,,,
V100000762,,,,,,,,,mg/L,0.00017,,,,
V100000763,,,,,,,,,mg/L,0.00082,,,,
V100000764,,,,,,,,,mg/L,0.00078,,,,
V100000765,,,,,,,,,mg/L,0.00086,,,,
V100000766,,,,,,,,,mg/L,8.00E-05,,,,
V100000767,,,,,,,,,mg/L,0.00069,,,,
V100000768,,,,,,,,,mg/L,0.00012,,,,
V100000769,,,,,,,,,mg/L,0.00026,,,,
V100000770,,,,,,,,,mg/L,0.00052,,,,
V100000771,,,,,,,,,mg/L,2.00E-04,,,,
V100000772,,,,,,,,,mg/L,0.00051,,,,
V100000773,,,,,,,,,mg/L,0.00018,,,,
V100000774,,,,,,,,,mg/L,0.00029,,,,
V100000775,,,,,,,,,mg/L,5.00E-05,,,,
V100000776,,,,,,,,,mg/L,0.00033,,,,
V100000777,,,,,,,,,mg/L,0.00085,,,,
V100000778,,,,,,,,,mg/L,4.00E-05,,,,
V100000779,,,,,,,,,mg/L,2.00E-05,,,,
V100000780,,,,,,,,,mg/L,0.00023,,,,
V100000781,,,,,,,,,mg/L,0.00066,,,,
V100000782,,,,,,,,,mg/L,6.00E-05,,,,
V100000783,,,,,,,,,mg/L,2.00E-05,,,,
V100000784,,,,,,,,,mg/L,0.00052,,,,
V100000785,,,,,,,,,mg/L,7.00E-05,,,,
V100000786,,,,,,,,,mg/L,8.00E-04,,,,
V100000787,,,,,,,,,mg/L,2.00E-05,,,,
V100000788,,,,,,,,,mg/L,0.00069,,,,
V100000789,,,,,,,,,mg/L,4.00E-04,,,,
V100000790,,,,,,,,,mg/L,0.00089,,,,
V100000791,,,,,,,,,mg/L,0.00063,,,,
V100000792,,,,,,,,,mg/L,0.00057,,,,
V100000793,,,,,,,,,mg/L,4.00E-05,,,,
V100000794,,,,,,,,,mg/L,5.00E-05,,,,
V100000795,,,,,,,,,mg/L,5.00E-05,,,,
V100000796,,,,,,,,,mg/L,0.00026,,,,
V100000797,,,,,,,,,mg/L,2.00E-05,,,,
V100000798,,,,,,,,,mg/L,0.00027,,,,
V100000799,,,,,,,,,mg/L,0.00042,,,,
V100000800,,,,,,,,,mg/L,1.00E-05,,,,
V100000801,,,,,,,,,mg/L,0.00051,,,,
V100000802,,,,,,,,,mg/L,0.00061,,,,
V100000803,,,,,,,,,mg/L,8.00E-05,,,,
V100000804,,,,,,,,,mg/L,0.00033,,,,
V100000805,,,,,,,,,mg/L,0.00051,,,,
V100000806,,,,,,,,,mg/L,0.00066,,,,
V100000807,,,,,,,,,mg/L,6.00E-05,,,,
V100000808,,,,,,,,,mg/L,7.00E-04,,,,
V100000809,,,,,,,,,mg/L,0.00036,,,,
V100000810,,,,,,,,,mg/L,4.00E-05,,,,
V100000811,,,,,,,,,mg/L,4.00E-05,,,,
V100000812,,,,,,,,,mg/L,0.00029,,,,
V100000813,,,,,,,,,mg/L,9.00E-05,,,,
V100000814,,,,,,,,,mg/L,0.00022,,,,
V100000815,,,,,,,,,mg/L,1.00E-05,,,,
V100000816,,,,,,,,,mg/L,0.00065,,,,
V100000817,,,,,,,,,mg/L,0.00026,,,,
V100000818,,,,,,,,,mg/L,0.00078,,,,
V100000819,,,,,,,,,mg/L,0.00017,,,,
V100000820,,,,,,,,,mg/L,0.00079,,,,
V100000821,,,,,,,,,mg/L,0.00037,,,,
V100000822,,,,,,,,,mg/L,3.00E-05,,,,
V100000823,,,,,,,,,mg/L,0.00021,,,,
V100000824,,,,,,,,,mg/L,0.00046,,,,
V100000825,,,,,,,,,mg/L,3.00E-05,,,,
V100000826,,,,,,,,,mg/L,0.00021,,,,
V100000827,,,,,,,,,mg/L,0.00011,,,,
V100000828,,,,,,,,,mg/L,0.00065,,,,
V100000829,,,,,,,,,mg/L,0.00069,,,,
V100000830,,,,,,,,,mg/L,8.00E-04,,,,
V100000831,,,,,,,,,mg/L,2.00E-05,,,,
V100000832,,,,,,,,,mg/L,4.00E-05,,,,
V100000833,,,,,,,,,mg/L,0.00083,,,,
V100000834,,,,,,,,,mg/L,0.00055,,,,
V100000835,,,,,,,,,mg/L,0.00027,,,,
V100000836,,,,,,,,,mg/L,3.00E-04,,,,
V100000837,,,,,,,,,mg/L,0.00048,,,,
V100000838,,,,,,,,,mg/L,0.00035,,,,
V100000839,,,,,,,,,mg/L,0.00078,,,,
V100000840,,,,,,,,,mg/L,0.00027,,,,
V100000841,,,,,,,,,mg/L,0.00017,,,,
V100000842,,,,,,,,,mg/L,0.00015,,,,
V100000843,,,,,,,,,mg/L,0.00015,,,,
V100000844,,,,,,,,,mg/L,7.00E-04,,,,
V100000845,,,,,,,,,mg/L,5.00E-05,,,,
V100000846,,,,,,,,,mg/L,0.00019,,,,
V100000847,,,,,,,,,mg/L,0.00074,,,,
V100000848,,,,,,,,,mg/L,4.00E-05,,,,
V100000849,,,,,,,,,mg/L,3.00E-04,,,,
V100000850,,,,,,,,,mg/L,0.00018,,,,
V100000851,,,,,,,,,mg/L,0.00072,,,,
V100000852,,,,,,,,,mg/L,0.00052,,,,
V100000853,,,,,,,,,mg/L,3.00E-05,,,,
V100000854,,,,,,,,,mg/L,0.00022,,,,
V100000855,,,,,,,,,mg/L,0.00031,,,,
V100000856,,,,,,,,,mg/L,0.00017,,,,
V100000857,,,,,,,,,mg/L,6.00E-05,,,,
V100000858,,,,,,,,,mg/L,2.00E-04,,,,
V100000859,,,,,,,,,mg/L,0.00023,,,,
V100000860,,,,,,,,,mg/L,3.00E-05,,,,
V100000861,,,,,,,,,mg/L,2.00E-05,,,,
V100000862,,,,,,,,,mg/L,0.00031,,,,
V100000863,,,,,,,,,mg/L,0.00077,,,,
V100000864,,,,,,,,,mg/L,0.00085,,,,
V100000865,,,,,,,,,mg/L,0.00057,,,,
V100000866,,,,,,,,,mg/L,0.00083,,,,
V100000867,,,,,,,,,mg/L,1.00E-04,,,,
V100000868,,,,,,,,,mg/L,0.00054,,,,
V100000869,,,,,,,,,mg/L,0.00028,,,,
V100000870,,,,,,,,,mg/L,0.00014,,,,
V100000871,,,,,,,,,mg/L,0.00063,,,,
V100000872,,,,,,,,,mg/L,0.00034,,,,
V100000873,,,,,,,,,mg/L,0.00027,,,,
V100000874,,,,,,,,,mg/L,9.00E-04,,,,
V100000875,,,,,,,,,mg/L,7.00E-05,,,,
V100000876,,,,,,,,,mg/L,0.00012,,,,
V100000877,,,,,,,,,mg/L,0.00047,,,,
V100000878,,,,,,,,,mg/L,0.00038,,,,
V100000879,,,,,,,,,mg/L,1.00E-05,,,,
V100000880,,,,,,,,,mg/L,2.00E-04,,,,
V100000881,,,,,,,,,mg/L,0.00022,,,,
V100000882,,,,,,,,,mg/L,0.00042,,,,
V100000883,,,,,,,,,mg/L,0.00078,,,,
V100000884,,,,,,,,,mg/L,0.00011,,,,
V100000885,,,,,,,,,mg/L,6.00E-04,,,,
V100000886,,,,,,,,,mg/L,0.00071,,,,
V100000887,,,,,,,,,mg/L,0.00067,,,,
V100000888,,,,,,,,,mg/L,1.00E-05,,,,
V100000889,,,,,,,,,mg/L,0.00068,,,,
V100000890,,,,,,,,,mg/L,5.00E-05,,,,
V100000891,,,,,,,,,mg/L,0.00087,,,,
V100000892,,,,,,,,,mg/L,0.00069,,,,
V100000893,,,,,,,,,mg/L,5.00E-05,,,,
V100000894,,,,,,,,,mg/L,0.00035,,,,
V100000895,,,,,,,,,mg/L,0.00041,,,,
V100000896,,,,,,,,,mg/L,0.00066,,,,
V100000897,,,,,,,,,mg/L,1.00E-04,,,,
V100000898,,,,,,,,,mg/L,0.00044,,,,
V100000899,,,,,,,,,mg/L,8.00E-05,,,,
V100000900,,,,,,,,,mg/L,2.00E-05,,,,
V100000901,,,,,,,,,mg/L,6.00E-05,,,,
V100000902,,,,,,,,,mg/L,0.00027,,,,
V100000903,,,,,,,,,mg/L,0.00094,,,,
V100000904,,,,,,,,,mg/L,3.00E-05,,,,
V100000905,,,,,,,,,mg/L,0.00039,,,,
V100000906,,,,,,,,,mg/L,5.00E-05,,,,
V100000907,,,,,,,,,mg/L,8.00E-05,,,,
V100000908,,,,,,,,,mg/L,0.00053,,,,
V100000909,,,,,,,,,mg/L,0.00087,,,,
V100000910,,,,,,,,,mg/L,0.00072,,,,
V100000911,,,,,,,,,mg/L,0.00019,,,,
V100000912,,,,,,,,,mg/L,0.00059,,,,
V100000913,,,,,,,,,mg/L,0.00064,,,,
V100000914,,,,,,,,,mg/L,0.00061,,,,
V100000915,,,,,,,,,mg/L,0.00023,,,,
V100000916,,,,,,,,,mg/L,2.00E-04,,,,
V100000917,,,,,,,,,mg/L,0.00067,,,,
V100000918,,,,,,,,,mg/L,0.00075,,,,
V100000919,,,,,,,,,mg/L,0.00019,,,,
V100000920,,,,,,,,,mg/L,0.00076,,,,
V100000921,,,,,,,,,mg/L,0.00026,,,,
V100000922,,,,,,,,,mg/L,0.00038,,,,
V100000923,,,,,,,,,mg/L,0.00063,,,,
V100000924,,,,,,,,,mg/L,0.00033,,,,
V100000925,,,,,,,,,mg/L,8.00E-04,,,,
V100000926,,,,,,,,,mg/L,2.00E-04,,,,
V100000927,,,,,,,,,mg/L,0.00079,,,,
V100000928,,,,,,,,,mg/L,1.00E-05,,,,
V100000929,,,,,,,,,mg/L,0.00027,,,,
V100000930,,,,,,,,,mg/L,2.00E-05,,,,
V100000931,,,,,,,,,mg/L,0.00023,,,,
V100000932,,,,,,,,,mg/L,0.00021,,,,
V100000933,,,,,,,,,mg/L,0.00079,,,,
V100000934,,,,,,,,,mg/L,5.00E-04,,,,
V100000935,,,,,,,,,mg/L,0.00056,,,,
V100000936,,,,,,,,,mg/L,0.00099,,,,
V100000937,,,,,,,,,mg/L,1.00E-04,,,,
V100000938,,,,,,,,,mg/L,0.00088,,,,
V100000939,,,,,,,,,mg/L,0.00066,,,,
V100000941,,,,,,,,,mg/L,0.00062,,,,
V100000942,,,,,,,,,mg/L,0.00015,,,,
V100000943,,,,,,,,,mg/L,0.00064,,,,
V100000944,,,,,,,,,mg/L,3.00E-05,,,,
V100000945,,,,,,,,,mg/L,0.00038,,,,
V100000946,,,,,,,,,mg/L,0.00012,,,,
V100000947,,,,,,,,,mg/L,0.00013,,,,
V100000948,,,,,,,,,mg/L,0.00078,,,,
V100000949,,,,,,,,,mg/L,0.00049,,,,
V100000950,,,,,,,,,mg/L,0.00073,,,,
V100000951,,,,,,,,,mg/L,8.00E-04,,,,
V100000952,,,,,,,,,mg/L,0.00028,,,,
V100000953,,,,,,,,,mg/L,0.00026,,,,
V100000954,,,,,,,,,mg/L,0.00083,,,,
V100000955,,,,,,,,,mg/L,0.00023,,,,
V100000956,,,,,,,,,mg/L,1.00E-05,,,,
V100000957,,,,,,,,,mg/L,0.00021,,,,
V100000958,,,,,,,,,mg/L,0.00045,,,,
V100000959,,,,,,,,,mg/L,0.00024,,,,
V100000960,,,,,,,,,mg/L,0.00023,,,,
V100000961,,,,,,,,,mg/L,1.00E-05,,,,
V100000962,,,,,,,,,mg/L,4.00E-05,,,,
V100000963,,,,,,,,,mg/L,0.00064,,,,
V100000964,,,,,,,,,mg/L,0.00018,,,,
V100000965,,,,,,,,,mg/L,6.00E-05,,,,
V100000966,,,,,,,,,mg/L,2.00E-05,,,,
V100000967,,,,,,,,,mg/L,0.00074,,,,
V100000968,,,,,,,,,mg/L,0.00062,,,,
V100000969,,,,,,,,,mg/L,0.00022,,,,
V100000970,,,,,,,,,mg/L,0.00082,,,,
V100000971,,,,,,,,,mg/L,0.00077,,,,
V100000972,,,,,,,,,mg/L,0.00019,,,,
V100000973,,,,,,,,,mg/L,0.00022,,,,
V100000974,,,,,,,,,mg/L,0.00088,,,,
V100000975,,,,,,,,,mg/L,0.00053,,,,
V100000976,,,,,,,,,mg/L,0.00082,,,,
V100000977,,,,,,,,,mg/L,0.00046,,,,
V100000978,,,,,,,,,mg/L,0.00089,,,,
V100000979,,,,,,,,,mg/L,9.00E-05,,,,
V100000980,,,,,,,,,mg/L,0.00081,,,,
V100000981,,,,,,,,,mg/L,0.00017,,,,
V100000982,,,,,,,,,mg/L,0.00063,,,,
V100000983,,,,,,,,,mg/L,1.00E-04,,,,
V100000984,,,,,,,,,mg/L,0.00032,,,,
V100000985,,,,,,,,,mg/L,0.00067,,,,
V100000986,,,,,,,,,mg/L,0.00067,,,,
V100000987,,,,,,,,,mg/L,0.00043,,,,
V100000988,,,,,,,,,mg/L,6.00E-04,,,,
V100000989,,,,,,,,,mg/L,0.00038,,,,
V100000990,,,,,,,,,mg/L,3.00E-05,,,,
V100000991,,,,,,,,,mg/L,0.00067,,,,
V100000992,,,,,,,,,mg/L,0.00059,,,,
V100000993,,,,,,,,,mg/L,0.00016,,,,
V100000994,,,,,,,,,mg/L,0.00053,,,,
V100000995,,,,,,,,,mg/L,8.00E-04,,,,
V100000996,,,,,,,,,mg/L,0.00035,,,,
V100000997,,,,,,,,,mg/L,0.00055,,,,
V100000998,,,,,,,,,mg/L,4.00E-05,,,,
V100000999,,,,,,,,,mg/L,0.00022,,,,
V100001000,,,,,,,,,mg/L,0.00075,,,,
V100001001,,,,,,,,,mg/L,0.00061,,,,
V100001002,,,,,,,,,mg/L,0.00053,,,,
V100001003,,,,,,,,,mg/L,2.00E-04,,,,
V100001004,,,,,,,,,mg/L,2.00E-05,,,,
V100001005,,,,,,,,,mg/L,0.00014,,,,
V100001006,,,,,,,,,mg/L,7.00E-04,,,,
V100001007,,,,,,,,,mg/L,0.00013,,,,
V100001008,,,,,,,,,mg/L,0.00015,,,,
V100001009,,,,,,,,,mg/L,0.00052,,,,
